
3vS3fNxSPNNdz3lIxHBqhv,4.0,137.108,0.391120440225,0.0936239561193,0.0342145648797,0.743919254385,0.654992575623,1.0,4.0,264.97288,-9.126,0.0704963058996,0.300645161159
73H3SRipJKZ1MkgoCCq7pn,9.0,160.635,0.924709555875,0.991361373674,0.0700115936681,0.00186453863154,0.000276853268497,1.0,4.0,230.06621,-9.189,0.428914645979,0.196904154659
1RoCwDuRuIwMFgPDylyz1m,11.0,103.858,0.290120850368,0.0468373217897,0.0586736688146,0.60515512965,3.38345363632e-08,inf,4.0,192.97288,-11.911,0.455554612532,0.684878929473
6DyMvU4T6YO2pBoo53fau9,6.0,120.085,0.782390334412,0.0496970872442,0.0518725647759,0.264809252275,0.00181573964761,1.0,3.0,217.99955,-4.239,0.970855876615,0.829779388328
7bTcZC8NxBYWtNZb7K4KqP,3.0,98.447,0.83961127408,0.109709718786,0.0615711634785,0.233837423428,0.000447139896484,1.0,4.0,300.86621,-6.935,0.161512850141,0.310508700674
7pkY14lMLE5L8QVdlzR5A2,7.0,101.674,0.666056180219,0.248054679221,0.100380491315,0.268673224478,7.59898801738e-09,1.0,4.0,191.33288,-10.747,0.394725660502,0.523760762522
2eJuOrvg6bLNp6rHIGrpQi,9.0,123.273,0.567958380575,0.110805017658,0.0359318617763,0.87025028162,0.706827643952,1.0,4.0,158.55955,-8.064,0.0603173374612,0.231526808494
7k6vy6RCfLQb1SPODZ4aiH,7.0,138.419,0.58025529936,0.181462208504,0.0306233817681,0.0520234761122,0.00312239101819,inf,4.0,207.95955,-8.166,0.801251516238,0.704447035467
73qUHLrgc43NwZP5V8TUia,4.0,129.902,0.549222097216,0.235023019395,0.032071054024,0.067670304273,0.000572599156811,1.0,4.0,198.79955,-5.722,0.735567646024,0.608808495594
5w0hel6u4X97IMpZR9sqIN,7.0,83.952,0.244862368942,0.0980406340596,0.0447113666067,0.945925537832,0.671620701507,1.0,4.0,112.26621,-9.632,0.163546697631,0.267551424848
2Y4AW6LTpQSEpgo01uKpg6,inf,109.775,0.39049615068,0.172314769828,0.0401984566254,0.826268949509,1.36226636828e-08,1.0,4.0,178.50621,-7.788,0.569560363576,0.625409807961
6Q7E4ExvtHXIA9SS2XTT17,inf,80.71,0.231975584215,0.103338089271,0.0309669146594,0.968835849783,0.492180311947,1.0,3.0,82.50621,-9.904,0.0826101989101,0.165929253223
4CgZ83UPQspjAfgiSAEJVR,4.0,93.446,0.591170534208,0.888765527005,0.0340687638677,0.0248456170589,0.00117437996306,1.0,1.0,250.13288,-9.821,0.44726932712,0.419573807105
7JR6sfZu1DeFRqJ52ss3VR,7.0,106.072,0.898285344129,0.0532728248514,0.0692013186614,0.601864007511,4.83380446745e-05,1.0,4.0,150.66621,-7.982,0.726407799088,0.724934401705
7HlOAGhbPFAxDEEHbyWt5e,6.0,145.369,0.563300583563,0.27953946233,0.0334215362959,0.817143522943,0.818706283466,1.0,4.0,135.06621,-9.117,0.110210641896,0.176852861484
52D3trNSJgvzLlGsjh8zUa,7.0,151.987,0.928028052297,0.413638451364,0.0412999783919,0.000482830433853,0.00245314828986,1.0,4.0,199.82621,-3.751,0.452331415386,0.395510627957
4eq8cvc8Tz4pWlko7ebes4,8.0,146.045,0.67273389446,0.0267910329739,0.0536171515728,0.0095079035307,0.000225605962406,1.0,4.0,222.35955,-6.839,0.780658536297,0.889879910134
